SEQPRODUTO;DESCCOMPLETA;EMB;CODACESSO;COMPRADOR
90929;P FGO CONG SOBERBO FILE KG;1 - KG;3240;PERECIVEIS 6
90927;P FGO CONG SOBERBO PEITO C/O KG;1 - KG;3234;PERECIVEIS 6
1061994;P FGO CONG SOMAVE COXA SCOXA KG;1 - KG;6329;PERECIVEIS 6
1061974;P FGO CONG SOMAVE COXINHA DA ASA KG;1 - KG;6331;PERECIVEIS 6
1042410;P FGO CONG SOMAVE EXCLUIR;1 - KG;5515;PERECIVEIS 6
1093406;P FGO CONG SOMAVE FIGADO KG;1 - KG;6915;PERECIVEIS 6
1093388;P FGO CONG SOMAVE MEIO DA ASA KG;1 - KG;6913;PERECIVEIS 6
1093394;P FGO CONG SOMAVE MOELA KG;1 - KG;6914;PERECIVEIS 6
1061975;P FGO CONG SOMAVE PEITO KG;1 - KG;6332;PERECIVEIS 6
1061975;P FGO CONG SOMAVE PEITO KG;18 - CX;10619750018;PERECIVEIS 6
1042408;P FGO CONG SONAVE PEITO C/OSSO KG;1 - KG;10424080001;PERECIVEIS 6
1042408;P FGO CONG SONAVE PEITO C/OSSO KG;1 - KG;5513;PERECIVEIS 6
1042408;P FGO CONG SONAVE PEITO C/OSSO KG;18 - CX;10424080018;PERECIVEIS 6
1089796;P FGO CONG SUPER FRANGO 1KG CORACAO;1 - UN;10897960001;PERECIVEIS 6
1089796;P FGO CONG SUPER FRANGO 1KG CORACAO;12 - CX;10897960012;PERECIVEIS 6
1089796;P FGO CONG SUPER FRANGO 1KG CORACAO;4 - AM;10897960004;PERECIVEIS 6
1110607;P FGO CONG SUPER FRANGO ASA KG;1 - KG;11106070001;PERECIVEIS 6
1110607;P FGO CONG SUPER FRANGO ASA KG;1 - KG;7175;PERECIVEIS 6
1051449;P FGO CONG SUPER FRANGO KG FILE;1 - KG;5834;PERECIVEIS 6
63772;P FGO CONG T ADORO ASA CX KG;1 - KG;1036;PERECIVEIS 6
63785;P FGO CONG T ADORO COXA SCOXA CX KG;1 - KG;1053;PERECIVEIS 6
1268;P FGO CONG T ADORO COXA SCOXA KG;1 - KG;558;PERECIVEIS 6
63746;P FGO CONG T ADORO PEITO C/O CX KG;1 - KG;1023;PERECIVEIS 6
1246;P FGO CONG T ADORO PEITO C/O KG;1 - KG;556;PERECIVEIS 6
63767;P FGO CONG T ADORO PEITO S/O CX KG;1 - KG;1029;PERECIVEIS 6
1315;P FGO CONG T ADORO PEITO S/O KG;1 - KG;559;PERECIVEIS 6
76654;P FGO CONG T ADORO PEITO S/O S/P KG;1 - KG;2623;PERECIVEIS 6
93047;P FGO CONG T ADORO PEITO S/O S/P KG;1 - KG;930470001;PERECIVEIS 6
63678;P FGO CONG T AVENOVA PEITO KG;1 - KG;938;PERECIVEIS 6
1019668;P FGO CONG T GUIBON PEITO S/O S/P KG;1 - KG;5035;PERECIVEIS 6
102154;P FGO CONG T JAGUA PEITO S/O S/P;1 - KG;1021540001;PERECIVEIS 6
102154;P FGO CONG T JAGUA PEITO S/O S/P;1 - KG;4637;PERECIVEIS 6
102154;P FGO CONG T JAGUA PEITO S/O S/P;18 - CX;1021540018;PERECIVEIS 6
102154;P FGO CONG T JAGUA PEITO S/O S/P;20 - CX;1021540020;PERECIVEIS 6
67488;P FGO CONG T MISTER FILE PEITO KG;1 - KG;1481;PERECIVEIS 6
63331;P FGO CONG T REI COXA SCOXA CX KG;1 - KG;851;PERECIVEIS 6
3668;P FGO CONG T REI COXA SCOXA KG;1 - KG;3622;PERECIVEIS 6
3663;P FGO CONG T REI PEITO C/O KG;1 - KG;3621;PERECIVEIS 6
52405;P FGO CONG T S TOP FGO PEITO C/O;1 - KG;145;PERECIVEIS 6
52404;P FGO CONG TOP FGO T COXA SCOXA KG;1 - KG;144;PERECIVEIS 6
71641;P FGO CONG TOP FGO TEMP COXA SCOXA CX KG;1 - KG;1870;PERECIVEIS 6
49153;P FGO CONG TS BIG FRANGO PEITO SEM OSSO;1 - KG;37;PERECIVEIS 6
49194;P FGO CONG TS BIG FRANGO SCOXA KG;1 - KG;36;PERECIVEIS 6
63738;P FGO CONG TS PAULISTA PEITO S/O CX KG;1 - KG;1017;PERECIVEIS 6
79707;P FGO CONG VALESUL ASA KG;1 - KG;2907;PERECIVEIS 6
79730;P FGO CONG VALESUL PEITO C/O KG;1 - KG;2910;PERECIVEIS 6
79729;P FGO CONG VALESUL PEITO S/O S/P KG;1 - KG;2909;PERECIVEIS 6
1111194;P FGO CONG VITA PERT/CANJA KG;1 - KG;7250;PERECIVEIS 6
62845;P FGO RESF RICA FRANGO KG;1 - KG;670;PERECIVEIS 6
63739;P FGO T S PAULISTA COXA SCOXA CX KG;1 - KG;1019;PERECIVEIS 6
64139;P PERU BATAVO COZ E DEF S/O KG;1 - KG;1300;PERECIVEIS 5
61727;P PERU CONG REZENDE COXA KG;1 - KG;545;PERECIVEIS 7
61728;P PERU CONG REZENDE PESCOCO KG;1 - KG;546;PERECIVEIS 7
22389;P PERU CONG T BATAVO PEITO C/O KG;1 - KG;6828;PERECIVEIS 5
71797;P PERU CONG T BATAVO PEITO S/O CX KG;1 - KG;1902;PERECIVEIS 5
65248;P PERU CONG T BATAVO PEITO S/O FT;1 - KG;1415;PERECIVEIS 5
71769;P PERU CONG T BATAVO PEITO S/O KG;1 - KG;1901;PERECIVEIS 5
63227;P PERU CONG T SADIA PEIT BOLINHA CX KG;1 - KG;748;PERECIVEIS 1
3746;P PERU CONG T SADIA PEITO C/O CX KG;1 - KG;3898;PERECIVEIS 1
22330;P PERU DEF BATAVO PEITO FESTA KG;1 - KG;6798;PERECIVEIS 5
71867;PAO PARA RABANADA;1 - KG;1912;PADARIA
10639;PE BOV CONG SANTA LUCIA SERRADO KG;1 - KG;4502;PERECIVEIS 3
36663;PEIXE CONG ABROTEA N FISH KG FILE;1 - KG;4747;PERECIVEIS 4
1049825;PEIXE CONG ANCHOVA VITALMAR INT KG;1 - KG;5775;PERECIVEIS 4
64031;PEIXE CONG CACAO AZUL POSTA CX KG;1 - KG;1280;PERECIVEIS 4
16625;PEIXE CONG CACAO AZUL POSTA KG;1 - KG;1297;PERECIVEIS 4
25909;PEIXE CONG CACAO FILE KG;1 - KG;8075;PERECIVEIS 4
25910;PEIXE CONG CACAO PEDACO KG;1 - KG;8082;PERECIVEIS 4
37240;PEIXE CONG CASTANHA IMP KG;1 - KG;4781;PERECIVEIS 4
61831;PEIXE CONG CAVALA POSTA KG;1 - KG;557;PERECIVEIS 4
53864;PEIXE CONG CAVALINHA IMP KG;1 - KG;297;PERECIVEIS 4
61839;PEIXE CONG CAVALINHA NACIONAL KG;1 - KG;571;PERECIVEIS 4
63670;PEIXE CONG CAVALINHA NETUNO IMP 300/500;1 - KG;935;PERECIVEIS 4
73347;PEIXE CONG CORVINA C SUL INT KG;1 - KG;2147;PERECIVEIS 4
66647;PEIXE CONG CORVINA G VITALMAR KG;1 - KG;5345;PERECIVEIS 4
66647;PEIXE CONG CORVINA G VITALMAR KG;1 - KG;666470001;PERECIVEIS 4
37239;PEIXE CONG CORVINA IMP KG;1 - KG;4780;PERECIVEIS 4
66460;PEIXE CONG CORVINA INTEIRA VITA KG;1 - KG;1461;PERECIVEIS 4
36658;PEIXE CONG CORVINA N FISH POSTA KG;1 - KG;4742;PERECIVEIS 4
100222;PEIXE CONG DOURADO FISH FILE KG;1 - KG;4210;PERECIVEIS 4
61835;PEIXE CONG ESPADA POSTA KG;1 - KG;565;PERECIVEIS 4
61836;PEIXE CONG GALO KG;1 - KG;566;PERECIVEIS 4
29031;PEIXE CONG LEARDINI KG FILE PESCAD S/PELE;1 - KG;8587;PERECIVEIS 4
74412;PEIXE CONG LINGUADO FILE C/P IMP KG;1 - KG;2344;PERECIVEIS 4
29032;PEIXE CONG LINGUADO LEARDINI EVI KG;1 - KG;8594;PERECIVEIS 4
36656;PEIXE CONG MANJUBA N FISH INTEI KG;1 - KG;4740;PERECIVEIS 4
36661;PEIXE CONG MAPARA N FISH KG FILE;1 - KG;4745;PERECIVEIS 4
72631;PEIXE CONG MERLUZA ALASKA FILE KG;1 - KG;1999;PERECIVEIS 4
73745;PEIXE CONG MERLUZA EVISC KG;1 - KG;2234;PERECIVEIS 4
74489;PEIXE CONG MERLUZA FILE 120U IMP KG;1 - KG;2347;PERECIVEIS 4
63668;PEIXE CONG MERLUZA FILE ALASKA 2/4;1 - KG;928;PERECIVEIS 4
64030;PEIXE CONG MERLUZA FILE CX KG;1 - KG;1279;PERECIVEIS 4
2463;PEIXE CONG MERLUZA FILE KG;1 - KG;1299;PERECIVEIS 4
2463;PEIXE CONG MERLUZA FILE KG;1 - KG;3021;PERECIVEIS 4
74430;PEIXE CONG MERLUZA LIMPA IMP KG;1 - KG;2345;PERECIVEIS 4
67110;PEIXE CONG MERLUZA RICA KG FILE;1 - KG;1474;PERECIVEIS 4
1017529;PEIXE CONG PACU PEIXEROL INT KG EVISC;1 - KG;4970;PERECIVEIS 4
74411;PEIXE CONG PALO FILE IMP KG;1 - KG;2343;PERECIVEIS 4
61834;PEIXE CONG PALOMBETA KG;1 - KG;564;PERECIVEIS 4
61828;PEIXE CONG PARGO FILE KG;1 - KG;555;PERECIVEIS 4
41408;PEIXE CONG PESCAD N FISH KG ESPAL;1 - KG;9917;PERECIVEIS 4
100229;PEIXE CONG PESCADA INT FISH KG;1 - KG;4211;PERECIVEIS 4
36654;PEIXE CONG PESCADA N FISH EVISC KG;1 - KG;4738;PERECIVEIS 4
36660;PEIXE CONG PESCADA N FISH KG FILE;1 - KG;4744;PERECIVEIS 4
24150;PEIXE CONG PESCADIN ESPAL KG;1 - KG;7238;PERECIVEIS 4
24149;PEIXE CONG PESCADIN EVISC KG;1 - KG;7221;PERECIVEIS 4
101516;PEIXE CONG PIAPARA DPA EVISC KG;1 - KG;4616;PERECIVEIS 4
1105292;PEIXE CONG PINTADO CASA DO PEIXE KG;1 - KG;7130;PERECIVEIS 4
91215;PEIXE CONG PINTADO EVISC NATIV KG;1 - KG;3274;PERECIVEIS 4
1123678;PEIXE CONG PINTADO FRIOCENTER KG EV;1 - KG;11236780001;PERECIVEIS 4
1123678;PEIXE CONG PINTADO FRIOCENTER KG EV;1 - KG;7478;PERECIVEIS 4
61833;PEIXE CONG PIRAMUTABA POSTA KG;1 - KG;563;PERECIVEIS 4
64497;PEIXE CONG POLLOCK KG FILE PESCAD;1 - KG;1338;PERECIVEIS 4
101750;PEIXE CONG SALMAO C SUL EVISC KG;1 - KG;4620;PERECIVEIS 4
1064027;PEIXE CONG SALMAO C SUL KG FILE C/PELE;1 - KG;6372;PERECIVEIS 4
1091720;PEIXE CONG SALMAO CHILENO KG FILE;1 - KG;1509;PERECIVEIS 4
1070841;PEIXE CONG SALMAO CHUM C/P KG FILE;1 - KG;6656;PERECIVEIS 4
35998;PEIXE CONG SALMAO FILE KG;1 - KG;4708;PERECIVEIS 4
1124586;PEIXE CONG SALMAO FRESCATTO KG FILE;1 - KG;7447;PERECIVEIS 2
1025962;PEIXE CONG SALMAO KOMDELLI FILE KG;1 - KG;5218;PERECIVEIS 4
1124587;PEIXE CONG SALMAO SEL FRESCATTO KG FILE;1 - KG;7446;PERECIVEIS 2
1049815;PEIXE CONG SALMAO VITALMAR FILE KG;1 - KG;5773;PERECIVEIS 4
85419;PEIXE CONG SALMOTRUTA NETUNO KG;1 - KG;3036;PERECIVEIS 4
37358;PEIXE CONG SARD KG EVISC;1 - KG;4784;PERECIVEIS 4
41368;PEIXE CONG SARD N FISH KG ESPALM;1 - KG;9998;PERECIVEIS 4
41369;PEIXE CONG SARD N FISH KG EVISC;1 - KG;9999;PERECIVEIS 4
36662;PEIXE CONG SARD N FISH KG INTEIRA;1 - KG;4746;PERECIVEIS 4
63647;PEIXE CONG SARD NETUNO INT 12/16;1 - KG;924;PERECIVEIS 4
50084;PEIXE CONG SARD NORUEGUESA KG;1 - KG;55;PERECIVEIS 4
61832;PEIXE CONG SERRA POSTA KG;1 - KG;562;PERECIVEIS 4
101514;PEIXE CONG TAINHA DPA EVISC KG;1 - KG;4614;PERECIVEIS 4
73594;PEIXE CONG TAINHA EVISC KG;1 - KG;2187;PERECIVEIS 4
100237;PEIXE CONG TAINHA INT FISH KG;1 - KG;4215;PERECIVEIS 4
73744;PEIXE CONG TAINHA INT KG;1 - KG;2232;PERECIVEIS 4
1049817;PEIXE CONG TAINHA VITALMAR INT KG;1 - KG;5774;PERECIVEIS 4
1025087;PEIXE CONG TAMBACU CASA PEIXE C/ESC;1 - KG;5189;PERECIVEIS 4
1025088;PEIXE CONG TAMBACU CASA PEIXE INT;1 - KG;5190;PERECIVEIS 4
1069063;PEIXE CONG TAMBAQUI BOM PEIXE KG S/CAB S/ESP;1 - KG;6557;PERECIVEIS 4
1089128;PEIXE CONG TAMBAQUI CENTER FISH KG INT;1 - KG;6830;PERECIVEIS 4
1074523;PEIXE CONG TAMBAQUI FREEMAR KG;1 - KG;1751;PERECIVEIS 4
1123677;PEIXE CONG TAMBAQUI FRIOCENTER KG;1 - KG;11236770001;PERECIVEIS 4
1123677;PEIXE CONG TAMBAQUI FRIOCENTER KG;1 - KG;7476;PERECIVEIS 4
1039295;PEIXE CONG TAMBAQUI M&T KG EVISC;1 - KG;5469;PERECIVEIS 4
91216;PEIXE CONG TAMBAQUI NATIV EVISC KG;1 - KG;3276;PERECIVEIS 4
1046098;PEIXE CONG TAMBAQUI ZALTANA C/CAB;1 - KG;5633;PERECIVEIS 4
100239;PEIXE CONG TILAPIA INT FISH KG;1 - KG;4225;PERECIVEIS 4
1021840;PEIXE CONG TILAPIA PEIXEROL INT KG EVISC;1 - KG;5088;PERECIVEIS 4
1123679;PEIXE CONG TUCUNARE FRIOCENTER KG;1 - KG;11236790001;PERECIVEIS 4
1123679;PEIXE CONG TUCUNARE FRIOCENTER KG;1 - KG;7472;PERECIVEIS 4
16804;PEIXE SALG CACAO KG;1 - KG;5289;PERECIVEIS 4
2819;PEIXE SALG CURIMBA KG;1 - KG;780;PERECIVEIS 4
55984;PEIXE SALG MANJUBA KG;1 - KG;400;PERECIVEIS 4
2818;PEIXE SALG MERLUZA ESPALMADA KG;1 - KG;2002;PERECIVEIS 4
2820;PEIXE SALG SARD S/CAB KG;1 - KG;781;PERECIVEIS 4
36850;PEIXE SALG T BACALHAU DESF KG;1 - KG;4771;PERECIVEIS IMPORTADO
64026;PEIXE SALG T BACALHAU LING CX KG;1 - KG;1275;PERECIVEIS IMPORTADO
36030;PEIXE SALG T BACALHAU LING KG;1 - KG;360300001;PERECIVEIS IMPORTADO
36030;PEIXE SALG T BACALHAU LING KG;1 - KG;4721;PERECIVEIS IMPORTADO
36030;PEIXE SALG T BACALHAU LING KG;25 - CX;360300025;PERECIVEIS IMPORTADO
36030;PEIXE SALG T BACALHAU LING KG;50 - CX;360300050;PERECIVEIS IMPORTADO
77287;PEIXE SALG T BACALHAU MACRO PEDACO;1 - KG;2751;PERECIVEIS IMPORTADO
76679;PEIXE SALG T BACALHAU P MORHUA DESF KG;1 - KG;2624;PERECIVEIS IMPORTADO
76681;PEIXE SALG T BACALHAU P MORHUA FILE S/P S/ESP DORS;1 - KG;2626;PERECIVEIS IMPORTADO
76680;PEIXE SALG T BACALHAU P MORHUA POST S/P S/ESPINHA;1 - KG;2625;PERECIVEIS IMPORTADO
4363;PEIXE SALG T BACALHAU SAITHE KG;1 - KG;166;PERECIVEIS IMPORTADO
4363;PEIXE SALG T BACALHAU SAITHE KG;25 - CX;43630025;PERECIVEIS IMPORTADO
4359;PEIXE SALG T BACALHAU ZARBO KG;1 - KG;2479;PERECIVEIS IMPORTADO
4359;PEIXE SALG T BACALHAU ZARBO KG;25 - CX;43590025;PERECIVEIS IMPORTADO
1056331;PEIXE SALG WALMAR KG PIRARUCU;1 - KG;6134;PERECIVEIS 4
8187;PEPINO CAIPIRA KG;1 - KG;72;FLV 1
8187;PEPINO CAIPIRA KG;20 - CX;9999900307603;FLV 1
34609;PEPINO COMUM HORTMIX EMB KG;1 - KG;9683;FLV 1
8138;PEPINO COMUM KG;1 - KG;2753;FLV 1
8138;PEPINO COMUM KG;20 - CX;9999900269406;FLV 1
34608;PEPINO JAPONES HORTMIX EMB KG;1 - KG;9676;FLV 1
8169;PEPINO JAPONES KG;1 - KG;63;FLV 1
8169;PEPINO JAPONES KG;20 - CX;9999900306101;FLV 1
62208;PEPINO SNAK KG;1 - KG;626;FLV
8223;PERA ARGENTINA WILLIANS KG;1 - KG;4420;FLV 1
8223;PERA ARGENTINA WILLIANS KG;19 - CX;9999901408705;FLV 1
10147;PERA ASIATICA KG;1 - KG;3457;FLV 1
8742;PERA CHILENA KG;1 - KG;4390;FLV 1
8717;PERA IMPORTADA DANJOU KG;1 - KG;4280;FLV 1
8717;PERA IMPORTADA DANJOU KG;19 - CX;9999901348001;FLV 1
8199;PERA PARKANS KG;1 - KG;83;FLV 1
8199;PERA PARKANS KG;20 - CX;9999900310900;FLV 1
9862;PERA PORTUGUESA KG;1 - KG;923;FLV 1
9862;PERA PORTUGUESA KG;10 - CX;9999900874105;FLV 1
1096960;PERTENCES P/FEIJOADA BIZINELLI KG;1 - KG;10969600001;PERECIVEIS 6
1096960;PERTENCES P/FEIJOADA BIZINELLI KG;1 - KG;7028;PERECIVEIS 6
1055384;PERTENCES P/FEIJOADA CARTAGO KG;1 - KG;6085;PERECIVEIS 7
65247;PERTENCES P/FEIJOADA KG;1 - KG;1414;PERECIVEIS 7
8252;PESSEGO IMPORTADO KG;1 - KG;1112;FLV 1
8252;PESSEGO IMPORTADO KG;8 - CX;9999900955101;FLV 1
8220;PESSEGO NACIONAL KG;1 - KG;1752;FLV 1
8220;PESSEGO NACIONAL KG;6 - CX;39640001;FLV 1
8220;PESSEGO NACIONAL KG;6 - CX;9999900655902;FLV 1
8220;PESSEGO NACIONAL KG;7 - CX;1000000009644;FLV 1
34607;PIMENTA AMERICANA HORTMIX EMB KG;1 - KG;9669;FLV 1
34606;PIMENTA ARDIDA HORTMIX EMB KG;1 - KG;9652;FLV 1
9652;PIMENTA ARDIDA KG;1 - KG;64;FLV 1
1124506;PIMENTA BIQUINHO KG;1 - KG;7465;FLV
34605;PIMENTA CAMBUCI HORTMIX EMB KG;1 - KG;9645;FLV 1
1058557;PIMENTA DOCE AMARELA KG;1 - KG;6214;FLV
1058529;PIMENTA DOCE COLORIDA KG;1 - KG;6211;FLV
1058515;PIMENTA DOCE VERMELHA KG;1 - KG;6212;FLV
1052068;PIMENTA MALAGUETA KG;1 - KG;5839;FLV 1
1121748;PIMENTA MURICI KG;1 - KG;7532;FLV 1
8248;PIMENTA VERMELHA KG;1 - KG;1016;FLV 1
8248;PIMENTA VERMELHA KG;2 - CX;9999900904208;FLV 1
70567;PIMENTA VERMELHA KG RJ;1 - KG;705670001;FLV
34604;PIMENTAO AMARELO HORTMIX EMB KG;1 - KG;9621;FLV
8173;PIMENTAO AMARELO KG;1 - KG;67;FLV 1
8173;PIMENTAO AMARELO KG;10 - CX;38690001;FLV 1
8173;PIMENTAO AMARELO KG;10 - CX;9999900306507;FLV 1
1103085;PIMENTAO SWEET COLORIDO BJ 260G;1 - UN;11030850001;FLV
34603;PIMENTAO VERDE HORTMIX EMB KG;1 - KG;9614;FLV 1
8117;PIMENTAO VERDE KG;1 - KG;3954;FLV 1
8117;PIMENTAO VERDE KG;10 - CX;36000001;FLV 1
8117;PIMENTAO VERDE KG;10 - CX;9999901155807;FLV 1
34602;PIMENTAO VERMELHO HORTMIX EMB KG;1 - KG;9607;FLV
8172;PIMENTAO VERMELHO KG;1 - KG;66;FLV 1
8172;PIMENTAO VERMELHO KG;10 - CX;38650001;FLV 1
8172;PIMENTAO VERMELHO KG;10 - CX;9999900306408;FLV 1
1111010;PINHA KG;1 - KG;11110100001;FLV 1
1111010;PINHA KG;1 - KG;7228;FLV 1
8205;PINHAO KG;1 - KG;160;FLV 1
2605;PISTACHE C/C ASSAI KG;1 - KG;2559;PERECIVEIS 2
69814;PISTACHE C/C BD KG;1 - KG;1677;FLV
69814;PISTACHE C/C BD KG;1 - KG;698140001;FLV
1062316;PITAYA KG;1 - KG;6345;FLV 1
1058715;PRES COZ ALEGRA S/C FT;1 - KG;6223;PERECIVEIS 5
1057094;PRES COZ ALEGRA S/C KG;1 - KG;6162;PERECIVEIS 5
1057094;PRES COZ ALEGRA S/C KG;7 - CX;10570940007;PERECIVEIS 5
1058713;PRES COZ ALEGRA S/C PD;1 - KG;6222;PERECIVEIS 5
63884;PRES COZ AURORA C/C CX KG;1 - KG;1092;PERECIVEIS 1
8182;PRES COZ AURORA C/C FT;1 - KG;2216;PERECIVEIS 1
8185;PRES COZ AURORA C/C PA;1 - KG;3753;PERECIVEIS 1
8183;PRES COZ AURORA C/C PD;1 - KG;3516;PERECIVEIS 1
63893;PRES COZ AURORA S/C CX KG;1 - KG;1110;PERECIVEIS 1
16428;PRES COZ AURORA S/C FT;1 - KG;5227;PERECIVEIS 1
16364;PRES COZ AURORA S/C KG;1 - KG;5159;PERECIVEIS 1
16429;PRES COZ AURORA S/C MO;1 - KG;5234;PERECIVEIS 1
16431;PRES COZ AURORA S/C PD;1 - KG;5258;PERECIVEIS 1
8286;PRES COZ AVE BATAVO PERU FT;1 - KG;3955;PERECIVEIS 5
8290;PRES COZ AVE BATAVO PERU MO;1 - KG;4121;PERECIVEIS 5
8292;PRES COZ AVE BATAVO PERU PA;1 - KG;3957;PERECIVEIS 5
8289;PRES COZ AVE BATAVO PERU PD;1 - KG;3956;PERECIVEIS 5
14064;PRES COZ AVE SADIA PERU FT;1 - KG;2271;PERECIVEIS 1
14044;PRES COZ AVE SADIA PERU KG;1 - KG;2264;PERECIVEIS 1
14066;PRES COZ AVE SADIA PERU MO;1 - KG;2332;PERECIVEIS 1
14067;PRES COZ AVE SADIA PERU PA;1 - KG;2356;PERECIVEIS 1
93324;PRES COZ AVE SEARA PERU FT;1 - KG;3405;PERECIVEIS 7
93323;PRES COZ AVE SEARA PERU KG;1 - KG;3404;PERECIVEIS 7
93325;PRES COZ AVE SEARA PERU PD;1 - KG;3406;PERECIVEIS 7
7730;PRES COZ BATAVO C/C FT;1 - KG;4141;PERECIVEIS 5
8598;PRES COZ BATAVO C/C PA;1 - KG;4144;PERECIVEIS 5
7736;PRES COZ BATAVO S/C FT;1 - KG;4075;PERECIVEIS 5
8594;PRES COZ BATAVO S/C MO;1 - KG;4132;PERECIVEIS 5
8595;PRES COZ BATAVO S/C PA;1 - KG;4077;PERECIVEIS 5
782201;PRES COZ BIG SUINO OVAL S/C FT;1 - KG;4903;PERECIVEIS 5
93519;PRES COZ BIG SUINO OVAL S/C KG;1 - KG;3412;PERECIVEIS 5
1017307;PRES COZ BIG SUINO OVAL S/C MO;1 - KG;4964;PERECIVEIS 5
1017308;PRES COZ BIG SUINO OVAL S/C PA;1 - KG;4966;PERECIVEIS 5
1017306;PRES COZ BIG SUINO OVAL S/C PD;1 - KG;4965;PERECIVEIS 5
1103046;PRES COZ BOM SABOR SAUDALI KG;1 - KG;7224;PERECIVEIS 5
1110629;PRES COZ BOUA S/C KG;1 - KG;7195;PERECIVEIS 5
1054299;PRES COZ CERATTI FT;1 - KG;5964;PERECIVEIS 5
1054138;PRES COZ CERATTI PD;1 - KG;5963;PERECIVEIS 5
1024812;PRES COZ DALIA S/C KG;1 - KG;5185;PERECIVEIS 5
1095211;PRES COZ DELICE REZENDE PERU KG;1 - KG;10952110001;PERECIVEIS 7
1095211;PRES COZ DELICE REZENDE PERU KG;1 - KG;7536;PERECIVEIS 7
92708;PRES COZ EDER S/C FT;1 - KG;3370;PERECIVEIS 5
92707;PRES COZ EDER S/C KG;1 - KG;3369;PERECIVEIS 5
92709;PRES COZ EDER S/C PD;1 - KG;3371;PERECIVEIS 5
1092776;PRES COZ EDER SUPERIOR C/C KG;1 - KG;6946;PERECIVEIS 7
8373;PRES COZ ESTRELA OVAL S/C FT;1 - KG;1070;PERECIVEIS 5
2610;PRES COZ ESTRELA OVAL S/C KG;1 - KG;1069;PERECIVEIS 5
8375;PRES COZ ESTRELA OVAL S/C MO;1 - KG;4116;PERECIVEIS 5
8376;PRES COZ ESTRELA OVAL S/C PA;1 - KG;3693;PERECIVEIS 5
8374;PRES COZ ESTRELA OVAL S/C PD;1 - KG;3526;PERECIVEIS 5
8374;PRES COZ ESTRELA OVAL S/C PD;1 - KG;83740001;PERECIVEIS 5
2581;PRES COZ ESTRELA RETANGULAR S/C KG;1 - KG;4088;PERECIVEIS 5
1050724;PRES COZ EXCELENCIA FT;1 - KG;5810;PERECIVEIS 5
97265;PRES COZ EXCELENCIA KG;1 - KG;4051;PERECIVEIS 5
73643;PRES COZ FRANGO AURORA KG;1 - KG;2223;PERECIVEIS 1
1027692;PRES COZ FRIMESA RETANGULAR S/C FT;1 - KG;5303;PERECIVEIS 5
1027426;PRES COZ FRIMESA RETANGULAR S/C KG;1 - KG;5255;PERECIVEIS 5
1027871;PRES COZ FRIMESA RETANGULAR S/C PD;1 - KG;5306;PERECIVEIS 5
76762;PRES COZ FRIMESA S/C FT;1 - KG;2631;PERECIVEIS 5
76761;PRES COZ FRIMESA S/C KG;1 - KG;2630;PERECIVEIS 5
76763;PRES COZ FRIMESA S/C MO;1 - KG;2632;PERECIVEIS 5
76765;PRES COZ FRIMESA S/C PA;1 - KG;2634;PERECIVEIS 5
76764;PRES COZ FRIMESA S/C PD;1 - KG;2633;PERECIVEIS 5
1112090;PRES COZ IMPERIO FT;1 - KG;7163;PERECIVEIS 5
1060747;PRES COZ IMPERIO KG;1 - KG;6272;PERECIVEIS 5
1112177;PRES COZ IMPERIO MO;1 - KG;7230;PERECIVEIS 5
1112179;PRES COZ IMPERIO PA;1 - KG;7232;PERECIVEIS 5
1112180;PRES COZ IMPERIO PD;1 - KG;7220;PERECIVEIS 5
1072244;PRES COZ KIDELLI S/C FT;1 - KG;10722440001;PERECIVEIS 5
1072244;PRES COZ KIDELLI S/C FT;1 - KG;4016;PERECIVEIS 5
1072236;PRES COZ KIDELLI S/C KG;1 - KG;10722360001;PERECIVEIS 5
1072236;PRES COZ KIDELLI S/C KG;1 - KG;1739;PERECIVEIS 5
1072264;PRES COZ KIDELLI S/C MO;1 - KG;10722640001;PERECIVEIS 5
1072264;PRES COZ KIDELLI S/C MO;1 - KG;4425;PERECIVEIS 5
1072263;PRES COZ KIDELLI S/C PA;1 - KG;10722630001;PERECIVEIS 5
1072263;PRES COZ KIDELLI S/C PA;1 - KG;1753;PERECIVEIS 5
1072243;PRES COZ KIDELLI S/C PD;1 - KG;1765;PERECIVEIS 5
8680;PRES COZ MARBA C/C FT;1 - KG;4183;PERECIVEIS 5
8683;PRES COZ MARBA C/C PD;1 - KG;4184;PERECIVEIS 5
8414;PRES COZ MARBA S/C FT;1 - KG;4188;PERECIVEIS 5
2994;PRES COZ MARBA S/C KG;1 - KG;4187;PERECIVEIS 5
8415;PRES COZ MARBA S/C PD;1 - KG;4189;PERECIVEIS 5
51625;PRES COZ MAX SABOR S/C PA;1 - KG;100;PERECIVEIS 5
1025911;PRES COZ NUTRIBRAS KG;1 - KG;5219;PERECIVEIS 5
1026384;PRES COZ NUTRIBRAS MO;1 - KG;5229;PERECIVEIS 5
1026383;PRES COZ NUTRIBRAS PA;1 - KG;5228;PERECIVEIS 5
1026382;PRES COZ NUTRIBRAS PD;1 - KG;5226;PERECIVEIS 5
827877;PRES COZ PALMALI OVAL KG;1 - KG;4918;PERECIVEIS 5
1064884;PRES COZ PAMPLONA S/C FT;1 - KG;6386;PERECIVEIS 7
1053636;PRES COZ PAMPLONA S/C KG;1 - KG;10536360001;PERECIVEIS 7
