SEQPRODUTO;DESCCOMPLETA;EMB;CODACESSO;COMPRADOR
1108307;P FGO CONG AVESLAN C/SCOXA DORSO KG;1 - KG;7208;PERECIVEIS 6
1108308;P FGO CONG AVESLAN PEITO KG;1 - KG;7353;PERECIVEIS 6
598334;P FGO CONG AVIGRAN COXA SCOXA KG;1 - KG;4888;PERECIVEIS 6
598333;P FGO CONG AVIGRAN PEITO C/O KG;1 - KG;4887;PERECIVEIS 6
1066914;P FGO CONG AVIGRO DORSO KG;1 - KG;6454;PERECIVEIS 6
1022079;P FGO CONG AVIVAR FILE PEITO KG;1 - KG;5099;PERECIVEIS 6
1022080;P FGO CONG AVIVAR PEITO C/OSSO KG;1 - KG;5100;PERECIVEIS 6
1032273;P FGO CONG AVIVIP COXA SCOXA KG;1 - KG;10322730001;PERECIVEIS 6
1032273;P FGO CONG AVIVIP COXA SCOXA KG;1 - KG;5415;PERECIVEIS 6
1032273;P FGO CONG AVIVIP COXA SCOXA KG;18 - CX;10322730018;PERECIVEIS 6
1032272;P FGO CONG AVIVIP PEITO C/O KG;1 - KG;10322720001;PERECIVEIS 6
1032272;P FGO CONG AVIVIP PEITO C/O KG;1 - KG;5414;PERECIVEIS 6
1032272;P FGO CONG AVIVIP PEITO C/O KG;18 - CX;10322720018;PERECIVEIS 6
1053535;P FGO CONG BELLO COXA SCOXA KG ENV;1 - KG;5925;PERECIVEIS 6
1053532;P FGO CONG BELLO COXA SCOXA S/O KG;1 - KG;5923;PERECIVEIS 6
1070214;P FGO CONG BELLO FILE PEITO KG ENV;1 - KG;6627;PERECIVEIS 6
1053534;P FGO CONG BELLO MEIO PEITO S/O KG;1 - KG;5924;PERECIVEIS 6
1070219;P FGO CONG BELLO PEITO KG ENV;1 - KG;6626;PERECIVEIS 6
63369;P FGO CONG BIG FRANGO ASA CX KG;1 - KG;861;PERECIVEIS 6
49173;P FGO CONG BIG FRANGO ASA KG;1 - KG;38;PERECIVEIS 6
58697;P FGO CONG BIG FRANGO COXA SCOXA KG;1 - KG;465;PERECIVEIS 6
58697;P FGO CONG BIG FRANGO COXA SCOXA KG;18 - CX;586970018;PERECIVEIS 6
1025676;P FGO CONG BIG FRANGO MEIO DA ASA KG;1 - KG;5205;PERECIVEIS 6
63380;P FGO CONG BIG FRANGO PASSARINHO CX;1 - KG;883;PERECIVEIS 6
63368;P FGO CONG BIG FRANGO PEITO C/O CX KG;1 - KG;860;PERECIVEIS 6
58698;P FGO CONG BIG FRANGO PEITO C/O KG;1 - KG;466;PERECIVEIS 6
58698;P FGO CONG BIG FRANGO PEITO C/O KG;1 - KG;586980001;PERECIVEIS 6
58698;P FGO CONG BIG FRANGO PEITO C/O KG;18 - CX;586980018;PERECIVEIS 6
63367;P FGO CONG BIG FRANGO PEITO S/O CX;1 - KG;859;PERECIVEIS 6
49133;P FGO CONG BIG FRANGO PEITO S/O KG;1 - KG;34;PERECIVEIS 6
49133;P FGO CONG BIG FRANGO PEITO S/O KG;18 - CX;491330018;PERECIVEIS 6
63371;P FGO CONG BIG FRANGO SASSAMI CX KG;1 - KG;865;PERECIVEIS 6
49195;P FGO CONG BIG FRANGO SCOXA KG;1 - KG;35;PERECIVEIS 6
1019261;P FGO CONG BOM TODO COXA C/SCOXA KG;1 - KG;5022;PERECIVEIS 6
1019290;P FGO CONG BOM TODO FILE PEITO KG;1 - KG;5024;PERECIVEIS 6
1019260;P FGO CONG BOM TODO PEITO C/OSSO KG;1 - KG;5021;PERECIVEIS 6
1027473;P FGO CONG BONASA COXA S/COXA KG;1 - KG;5281;PERECIVEIS 6
1027475;P FGO CONG BONASA PEITO C/O KG;1 - KG;5283;PERECIVEIS 6
1027474;P FGO CONG BONASA PEITO S/O S/P KG;1 - KG;5282;PERECIVEIS 6
94752;P FGO CONG BR AVES COXA SCOXA KG;1 - KG;3603;PERECIVEIS 6
94752;P FGO CONG BR AVES COXA SCOXA KG;1 - KG;947520001;PERECIVEIS 6
94774;P FGO CONG BR AVES FILE PEITO KG;1 - KG;3616;PERECIVEIS 6
94774;P FGO CONG BR AVES FILE PEITO KG;1 - KG;947740001;PERECIVEIS 6
94753;P FGO CONG BR AVES PEITO C/O KG;1 - KG;3606;PERECIVEIS 6
94753;P FGO CONG BR AVES PEITO C/O KG;1 - KG;947530001;PERECIVEIS 6
1026855;P FGO CONG C VALE COXA SCOXA KG;1 - KG;5242;PERECIVEIS 6
1026850;P FGO CONG C VALE PEITO S/O S/P KG;1 - KG;5240;PERECIVEIS 6
69175;P FGO CONG CANCAO ASA KG;1 - KG;1646;PERECIVEIS 6
69173;P FGO CONG CANCAO COXA SCOXA KG;1 - KG;1644;PERECIVEIS 6
69179;P FGO CONG CANCAO COXINHA ASA KG;1 - KG;1651;PERECIVEIS 6
74973;P FGO CONG CANCAO FILE PEITO KG;1 - KG;2398;PERECIVEIS 6
69172;P FGO CONG CANCAO PEITO C/O CX KG;1 - KG;1643;PERECIVEIS 6
69151;P FGO CONG CANCAO PEITO C/O KG;1 - KG;1642;PERECIVEIS 6
69151;P FGO CONG CANCAO PEITO C/O KG;18 - CX;691510018;PERECIVEIS 6
69178;P FGO CONG CANCAO PEITO S/O CX KG;1 - KG;1650;PERECIVEIS 6
1088092;P FGO CONG CHICO GALETO PERT/CANJA KG;1 - KG;7119;PERECIVEIS 6
79302;P FGO CONG COPACOL ASA KG;1 - KG;2832;PERECIVEIS 6
79345;P FGO CONG COPACOL CORACAO KG;1 - KG;2843;PERECIVEIS 6
96254;P FGO CONG COPACOL COXA SCOXA CX KG;1 - KG;3903;PERECIVEIS 6
79262;P FGO CONG COPACOL COXA SCOXA KG;1 - KG;2834;PERECIVEIS 6
79262;P FGO CONG COPACOL COXA SCOXA KG;1 - KG;792620001;PERECIVEIS 6
79262;P FGO CONG COPACOL COXA SCOXA KG;16 - CX;792620016;PERECIVEIS 6
96253;P FGO CONG COPACOL FILE PEITO CX KG;1 - KG;3901;PERECIVEIS 6
79425;P FGO CONG COPACOL FILE PEITO KG;1 - KG;2845;PERECIVEIS 6
79425;P FGO CONG COPACOL FILE PEITO KG;1 - KG;794250001;PERECIVEIS 6
79425;P FGO CONG COPACOL FILE PEITO KG;17 - CX;794250017;PERECIVEIS 6
1023055;P FGO CONG COPACOL MEIO DA ASA KG;1 - KG;5146;PERECIVEIS 6
96252;P FGO CONG COPACOL PEITO C/OSSO CX KG;1 - KG;3900;PERECIVEIS 6
92894;P FGO CONG COPACOL PEITO C/OSSO KG;1 - KG;3378;PERECIVEIS 6
92894;P FGO CONG COPACOL PEITO C/OSSO KG;1 - KG;928940001;PERECIVEIS 6
92894;P FGO CONG COPACOL PEITO C/OSSO KG;17 - CX;928940017;PERECIVEIS 6
1108447;P FGO CONG COXA ITABOM KG;1 - KG;7210;PERECIVEIS 6
1027403;P FGO CONG DAGENTE PEITO C/O KG;1 - KG;5254;PERECIVEIS 6
9327;P FGO CONG DIPLOMATA SASSAMI KG;1 - KG;4422;PERECIVEIS 6
60596;P FGO CONG DO MATO ASA KG;1 - KG;497;PERECIVEIS 6
60598;P FGO CONG DO MATO CORACAO KG;1 - KG;500;PERECIVEIS 6
60595;P FGO CONG DO MATO COXA SCOXA KG;1 - KG;496;PERECIVEIS 6
60599;P FGO CONG DO MATO MOELA KG;1 - KG;501;PERECIVEIS 6
60593;P FGO CONG DO MATO PEITO C/O KG;1 - KG;494;PERECIVEIS 6
60594;P FGO CONG DO MATO PEITO S/O KG;1 - KG;495;PERECIVEIS 6
60597;P FGO CONG DO MATO PERT P/CANJA KG;1 - KG;498;PERECIVEIS 6
76501;P FGO CONG DUDICO CORACAO KG;1 - KG;2583;PERECIVEIS 6
76500;P FGO CONG DUDICO PERT P/CANJA KG;1 - KG;2582;PERECIVEIS 6
1104270;P FGO CONG F DOURADO COXA/SCOXA KG;1 - KG;7166;PERECIVEIS 6
1104270;P FGO CONG F DOURADO COXA/SCOXA KG;19 - CX;11042700019;PERECIVEIS 6
1104279;P FGO CONG F DOURADO PEITO KG;1 - KG;7168;PERECIVEIS 6
1104279;P FGO CONG F DOURADO PEITO KG;22 - CX;11042790022;PERECIVEIS 6
1104249;P FGO CONG F DOURADO PERT/CANJA KG;1 - KG;7169;PERECIVEIS 6
1104249;P FGO CONG F DOURADO PERT/CANJA KG;11 - CX;11042490011;PERECIVEIS 6
1117108;P FGO CONG F FORTE ASA KG;1 - KG;7359;PERECIVEIS 6
1117105;P FGO CONG F FORTE COXA KG;1 - KG;7362;PERECIVEIS 6
1117092;P FGO CONG F FORTE COXA/SCOXA KG;1 - KG;11170920001;PERECIVEIS 6
1117092;P FGO CONG F FORTE COXA/SCOXA KG;1 - KG;7340;PERECIVEIS 6
1117093;P FGO CONG F FORTE PEITO KG;1 - KG;7358;PERECIVEIS 6
1117095;P FGO CONG F FORTE PERT/CANJA KG;1 - KG;7360;PERECIVEIS 6
1117107;P FGO CONG F FORTE S/COXA KG;1 - KG;7363;PERECIVEIS 6
90953;P FGO CONG FLAMBOIA ASA KG;1 - KG;3245;PERECIVEIS 6
90954;P FGO CONG FLAMBOIA COXA SCOXA KG;1 - KG;3246;PERECIVEIS 6
90955;P FGO CONG FLAMBOIA FILE PEITO KG;1 - KG;3248;PERECIVEIS 6
90956;P FGO CONG FLAMBOIA PEITO C/O KG;1 - KG;3249;PERECIVEIS 6
1086712;P FGO CONG FLIP COXA SCOXA KG;1 - KG;7059;PERECIVEIS 6
1083274;P FGO CONG FLIP COXA SCOXA PORC KG DORSAL;1 - KG;7063;PERECIVEIS 6
1083276;P FGO CONG FLIP DORSO KG;1 - KG;7064;PERECIVEIS 6
92940;P FGO CONG FRIATO ASA KG;1 - KG;3390;PERECIVEIS 6
94335;P FGO CONG FRIATO COXA S/COXA CX KG;1 - KG;3527;PERECIVEIS 6
75602;P FGO CONG FRIATO COXA S/COXA KG;1 - KG;2471;PERECIVEIS 6
92941;P FGO CONG FRIATO COXINHA ASA KG;1 - KG;3392;PERECIVEIS 6
94334;P FGO CONG FRIATO FILE PEITO CX KG;1 - KG;3525;PERECIVEIS 6
75603;P FGO CONG FRIATO FILE PEITO KG;1 - KG;2472;PERECIVEIS 6
94333;P FGO CONG FRIATO PEITO CX KG;1 - KG;3524;PERECIVEIS 6
75604;P FGO CONG FRIATO PEITO KG;1 - KG;2473;PERECIVEIS 6
77134;P FGO CONG GOLD FRANGO ASA CX KG;1 - KG;2723;PERECIVEIS 6
76755;P FGO CONG GOLD FRANGO ASA KG;1 - KG;2638;PERECIVEIS 6
77135;P FGO CONG GOLD FRANGO COXA SCOXA;1 - KG;2724;PERECIVEIS 6
77133;P FGO CONG GOLD FRANGO FILE CX KG;1 - KG;2722;PERECIVEIS 6
76754;P FGO CONG GOLD FRANGO FILE KG;1 - KG;2637;PERECIVEIS 6
77132;P FGO CONG GOLD FRANGO PEITO C/O CX KG;1 - KG;2708;PERECIVEIS 6
76746;P FGO CONG GOLD FRANGO PEITO C/O KG;1 - KG;2635;PERECIVEIS 6
85903;P FGO CONG GONZALEZ COXA SCOXA KG;1 - KG;3044;PERECIVEIS 6
85906;P FGO CONG GONZALEZ FILE PEITO KG;1 - KG;3047;PERECIVEIS 6
85905;P FGO CONG GONZALEZ PEITO C/O KG;1 - KG;3046;PERECIVEIS 6
92216;P FGO CONG GUIBON ASA KG;1 - KG;3321;PERECIVEIS 6
1051428;P FGO CONG GUIBON COXA S/COXA DORSO KG;1 - KG;10514280001;PERECIVEIS 6
1051428;P FGO CONG GUIBON COXA S/COXA DORSO KG;1 - KG;5833;PERECIVEIS 6
1051428;P FGO CONG GUIBON COXA S/COXA DORSO KG;18 - CX;10514280018;PERECIVEIS 6
94358;P FGO CONG GUIBON COXA SCOXA CX KG;1 - KG;3534;PERECIVEIS 6
92215;P FGO CONG GUIBON COXA SCOXA KG;1 - KG;3320;PERECIVEIS 6
92215;P FGO CONG GUIBON COXA SCOXA KG;1 - KG;922150001;PERECIVEIS 6
92215;P FGO CONG GUIBON COXA SCOXA KG;18 - CX;922150018;PERECIVEIS 6
1050112;P FGO CONG GUIBON COXINHA ASA KG;1 - KG;5782;PERECIVEIS 6
1050112;P FGO CONG GUIBON COXINHA ASA KG;18 - CX;10501120018;PERECIVEIS 6
94339;P FGO CONG GUIBON FILE PEITO CX KG;1 - KG;3533;PERECIVEIS 6
94338;P FGO CONG GUIBON PEITO C/O CX KG;1 - KG;3530;PERECIVEIS 6
92201;P FGO CONG GUIBON PEITO C/O KG;1 - KG;3318;PERECIVEIS 6
92201;P FGO CONG GUIBON PEITO C/O KG;1 - KG;922010001;PERECIVEIS 6
92201;P FGO CONG GUIBON PEITO C/O KG;18 - CX;922010018;PERECIVEIS 6
92201;P FGO CONG GUIBON PEITO C/O KG;20 - CX;922010020;PERECIVEIS 6
92202;P FGO CONG GUIBON PEITO S/O S/P KG;1 - KG;3319;PERECIVEIS 6
92202;P FGO CONG GUIBON PEITO S/O S/P KG;1 - KG;922020001;PERECIVEIS 6
92202;P FGO CONG GUIBON PEITO S/O S/P KG;18 - CX;922020018;PERECIVEIS 6
88804;P FGO CONG ITABOM ASA KG;1 - KG;3171;PERECIVEIS 6
88805;P FGO CONG ITABOM COXA SCOXA KG;1 - KG;3172;PERECIVEIS 6
88769;P FGO CONG ITABOM FILE PEITO KG;1 - KG;3170;PERECIVEIS 6
88768;P FGO CONG ITABOM PEITO C/O C/P KG;1 - KG;3167;PERECIVEIS 6
73809;P FGO CONG JAGUA ASA CX KG;1 - KG;2241;PERECIVEIS 6
73843;P FGO CONG JAGUA ASA KG;1 - KG;2239;PERECIVEIS 6
72475;P FGO CONG JAGUA COXA SCOXA KG;1 - KG;1983;PERECIVEIS 6
73836;P FGO CONG JAGUA COXINHA ASA CX KG;1 - KG;2238;PERECIVEIS 6
94361;P FGO CONG JAGUA FILE CX KG;1 - KG;3543;PERECIVEIS 6
72753;P FGO CONG JAGUA FILE PEITO KG;1 - KG;2025;PERECIVEIS 6
94360;P FGO CONG JAGUA PEITO C/OSSO CX KG;1 - KG;3542;PERECIVEIS 6
88767;P FGO CONG JAGUA PEITO C/OSSO KG;1 - KG;3165;PERECIVEIS 6
88784;P FGO CONG JAGUA PEITO S/O S/P KG;1 - KG;3166;PERECIVEIS 6
72752;P FGO CONG JAGUA PEITO S/OSSO CX KG;1 - KG;2024;PERECIVEIS 6
1101450;P FGO CONG LAR COXA SCOXA C/DORSO KG;1 - KG;7170;PERECIVEIS 6
1052879;P FGO CONG LAR COXA/SOBRECOXA KG;1 - KG;5902;PERECIVEIS 6
1101522;P FGO CONG LAR COXINHA DA ASA KG;1 - KG;7121;PERECIVEIS 6
1101597;P FGO CONG LAR FILE COXA SCOXA KG;1 - KG;7171;PERECIVEIS 6
605447;P FGO CONG LAR FILE SASSAMI KG;1 - KG;4901;PERECIVEIS 6
1109884;P FGO CONG LAR MOELA KG;1 - KG;11098840001;PERECIVEIS 6
1109884;P FGO CONG LAR MOELA KG;1 - KG;7549;PERECIVEIS 6
1052932;P FGO CONG LAR PEITO C/OSSO KG;1 - KG;10529320001;PERECIVEIS 6
1052932;P FGO CONG LAR PEITO C/OSSO KG;1 - KG;5903;PERECIVEIS 6
1052932;P FGO CONG LAR PEITO C/OSSO KG;18 - CX;10529320018;PERECIVEIS 6
1095775;P FGO CONG MAROMBI COXA KG;1 - KG;7062;PERECIVEIS 6
1027931;P FGO CONG MAROMBI COXA SCOXA KG;1 - KG;5308;PERECIVEIS 6
1125145;P FGO CONG MAROMBI FILE PEITO KG;1 - KG;7460;PERECIVEIS 6
1027929;P FGO CONG MAROMBI PEITO C/O KG;1 - KG;5307;PERECIVEIS 6
1095779;P FGO CONG MAROMBI SOBRECOXA KG;1 - KG;7067;PERECIVEIS 6
72878;P FGO CONG MAURICEA ASA CX KG;1 - KG;2044;PERECIVEIS 6
72877;P FGO CONG MAURICEA ASA KG;1 - KG;2043;PERECIVEIS 6
72885;P FGO CONG MAURICEA CORACAO KG;1 - KG;2045;PERECIVEIS 6
72890;P FGO CONG MAURICEA COXA SCOX CX KG;1 - KG;2057;PERECIVEIS 6
72889;P FGO CONG MAURICEA COXA SCOXA KG;1 - KG;2056;PERECIVEIS 6
72916;P FGO CONG MAURICEA FILE PEIT CX KG;1 - KG;2063;PERECIVEIS 6
72915;P FGO CONG MAURICEA FILE PEITO KG;1 - KG;2058;PERECIVEIS 6
72992;P FGO CONG MAURICEA GALETO CX KG;1 - KG;2095;PERECIVEIS 6
74083;P FGO CONG MAURICEA PERT/CANJA KG;1 - KG;2305;PERECIVEIS 6
72921;P FGO CONG MAURICEA TEMP CARC BACON KG;1 - KG;2065;PERECIVEIS 6
72922;P FGO CONG MAURICEA TEMP CARCA REGI KG;1 - KG;2069;PERECIVEIS 6
76756;P FGO CONG MISTER COXA SCOXA KG;1 - KG;2640;PERECIVEIS 6
76756;P FGO CONG MISTER COXA SCOXA KG;1 - KG;767560001;PERECIVEIS 6
76756;P FGO CONG MISTER COXA SCOXA KG;18 - CX;767560018;PERECIVEIS 6
67487;P FGO CONG MISTER COXA SCOXA KG C/DORSO;1 - KG;1480;PERECIVEIS 6
1092138;P FGO CONG MISTER COXINHA DA ASA KG;1 - KG;10921380001;PERECIVEIS 6
1092138;P FGO CONG MISTER COXINHA DA ASA KG;1 - KG;6845;PERECIVEIS 6
1092138;P FGO CONG MISTER COXINHA DA ASA KG;18 - CX;10921380018;PERECIVEIS 6
69177;P FGO CONG MISTER FILE PEITO KG;1 - KG;1648;PERECIVEIS 6
69177;P FGO CONG MISTER FILE PEITO KG;18 - CX;691770018;PERECIVEIS 6
1115678;P FGO CONG MISTER FRANGO ASA KG;1 - KG;7262;PERECIVEIS 6
90841;P FGO CONG MISTER PEITO C/O KG;1 - KG;3232;PERECIVEIS 6
90841;P FGO CONG MISTER PEITO C/O KG;18 - CX;908410018;PERECIVEIS 6
1081175;P FGO CONG MISTER SASSAMI KG;1 - KG;6789;PERECIVEIS 6
61867;P FGO CONG MOELA RIGOR KG;1 - KG;583;PERECIVEIS 6
77417;P FGO CONG NATTO CORACAO KG;1 - KG;2768;PERECIVEIS 6
77362;P FGO CONG NATTO COXA KG;1 - KG;2761;PERECIVEIS 6
77360;P FGO CONG NATTO COXA SCOXA KG;1 - KG;2760;PERECIVEIS 6
77364;P FGO CONG NATTO COXINHA ASA KG;1 - KG;2762;PERECIVEIS 6
77389;P FGO CONG NATTO MOELA KG;1 - KG;2771;PERECIVEIS 6
77402;P FGO CONG NATTO PEITO C/O KG;1 - KG;2766;PERECIVEIS 6
1051514;P FGO CONG NOBRE KG COXA SCOXA;1 - KG;5835;PERECIVEIS 6
1049959;P FGO CONG NOBRE PEITO C/O KG;1 - KG;5779;PERECIVEIS 6
1049959;P FGO CONG NOBRE PEITO C/O KG;17 - CX;10499590017;PERECIVEIS 6
123083;P FGO CONG PALMALI COXA SCOXA KG;1 - KG;4676;PERECIVEIS 6
123076;P FGO CONG PALMALI FILE PEITO KG;1 - KG;4675;PERECIVEIS 6
77158;P FGO CONG PAULISTA ASA CX KG;1 - KG;2732;PERECIVEIS 6
74618;P FGO CONG PAULISTA ASA KG;1 - KG;2367;PERECIVEIS 6
74622;P FGO CONG PAULISTA ASA TEMP KG;1 - KG;2368;PERECIVEIS 6
77178;P FGO CONG PAULISTA COXA SCOX CX KG;1 - KG;2734;PERECIVEIS 6
74617;P FGO CONG PAULISTA COXINHA ASA KG;1 - KG;2366;PERECIVEIS 6
10582;P FGO CONG PAULISTA PEITO C/O CX KG;1 - KG;4485;PERECIVEIS 6
77159;P FGO CONG PAULISTA PEITO S/O CX KG;1 - KG;2737;PERECIVEIS 6
74588;P FGO CONG PAULISTA PEITO S/OSS KG;1 - KG;2365;PERECIVEIS 6
79541;P FGO CONG PIF PAF COXA KG;1 - KG;2861;PERECIVEIS 6
79544;P FGO CONG PIF PAF FILE COXA/SCO KG;1 - KG;2864;PERECIVEIS 6
1083278;P FGO CONG PIF PAF FILE DE PEITO KG;1 - KG;7065;PERECIVEIS 6
79551;P FGO CONG PIF PAF PT KG COXIN ASA;1 - KG;7118;PERECIVEIS 6
79551;P FGO CONG PIF PAF PT KG COXIN ASA;1 - KG;795510001;PERECIVEIS 6
79551;P FGO CONG PIF PAF PT KG COXIN ASA;20 - CX;795510020;PERECIVEIS 6
1045914;P FGO CONG PIONEIRO ASA KG;1 - KG;5631;PERECIVEIS 6
1049435;P FGO CONG PIONEIRO CORACAO KG;1 - KG;5756;PERECIVEIS 6
1043676;P FGO CONG PIONEIRO COX DA ASA KG;1 - KG;5553;PERECIVEIS 6
94356;P FGO CONG PIONEIRO COXA SCOX CX KG;1 - KG;3512;PERECIVEIS 6
93656;P FGO CONG PIONEIRO COXA SCOXA KG;1 - KG;3418;PERECIVEIS 6
93656;P FGO CONG PIONEIRO COXA SCOXA KG;1 - KG;936560001;PERECIVEIS 6
93656;P FGO CONG PIONEIRO COXA SCOXA KG;20 - CX;936560020;PERECIVEIS 6
1121741;P FGO CONG PIONEIRO MEIO DA ASA KG;1 - KG;7529;PERECIVEIS 6
1121741;P FGO CONG PIONEIRO MEIO DA ASA KG;18 - CX;11217410018;PERECIVEIS 6
1122354;P FGO CONG PIONEIRO PASSARINHO KG;1 - KG;7427;PERECIVEIS 6
1122354;P FGO CONG PIONEIRO PASSARINHO KG;18 - CX;11223540018;PERECIVEIS 6
94332;P FGO CONG PIONEIRO PEITO C/O CX KG;1 - KG;3508;PERECIVEIS 6
93657;P FGO CONG PIONEIRO PEITO C/O KG;1 - KG;3419;PERECIVEIS 6
94355;P FGO CONG PIONEIRO PEITO S/O CX KG;1 - KG;3509;PERECIVEIS 6
80708;P FGO CONG PIONEIRO PEITO S/O S/P KG;1 - KG;2922;PERECIVEIS 6
80708;P FGO CONG PIONEIRO PEITO S/O S/P KG;18 - CX;807080018;PERECIVEIS 6
80708;P FGO CONG PIONEIRO PEITO S/O S/P KG;20 - CX;807080020;PERECIVEIS 6
1045920;P FGO CONG PIONEIRO SASSAMI KG;1 - KG;5632;PERECIVEIS 6
1045920;P FGO CONG PIONEIRO SASSAMI KG;20 - CX;10459200020;PERECIVEIS 6
35098;P FGO CONG PRAMIM COXA SCOXA KG;1 - KG;4457;PERECIVEIS 6
75974;P FGO CONG PRAMIM DRUMETE KG;1 - KG;2522;PERECIVEIS 6
35097;P FGO CONG PRAMIM PEITO C/O KG;1 - KG;4456;PERECIVEIS 6
35096;P FGO CONG PRAMIM PEITO S/O KG;1 - KG;350960001;PERECIVEIS 6
35096;P FGO CONG PRAMIM PEITO S/O KG;1 - KG;4452;PERECIVEIS 6
1057532;P FGO CONG REAL FILE PEITO KG;1 - KG;6177;PERECIVEIS 6
62086;P FGO CONG REGINA COXA/SCOXA KG;1 - KG;609;PERECIVEIS 6
62085;P FGO CONG REGINA PEITO KG;1 - KG;606;PERECIVEIS 6
75341;P FGO CONG REI CORACAO KG;1 - KG;2434;PERECIVEIS 6
77122;P FGO CONG REI COXA SCOXA CX KG;1 - KG;2681;PERECIVEIS 6
75057;P FGO CONG REI COXA SCOXA KG;1 - KG;2410;PERECIVEIS 6
63330;P FGO CONG REI PEITO C/O CX KG;1 - KG;850;PERECIVEIS 6
75056;P FGO CONG REI PEITO C/OSSO KG;1 - KG;2406;PERECIVEIS 6
67935;P FGO CONG RICA ASA CX KG IQF;1 - KG;1511;PERECIVEIS 6
62830;P FGO CONG RICA ASA KG;1 - KG;652;PERECIVEIS 6
62836;P FGO CONG RICA COXA IQF KG;1 - KG;656;PERECIVEIS 6
68079;P FGO CONG RICA COXA SCOXA CX KG IQF;1 - KG;1524;PERECIVEIS 6
62838;P FGO CONG RICA COXA SCOXA KG;1 - KG;660;PERECIVEIS 6
62840;P FGO CONG RICA FIGADO KG;1 - KG;664;PERECIVEIS 6
62833;P FGO CONG RICA FILE PEITO KG;1 - KG;655;PERECIVEIS 6
62831;P FGO CONG RICA MEIO DA ASA KG;1 - KG;653;PERECIVEIS 6
62841;P FGO CONG RICA MOELA KG;1 - KG;668;PERECIVEIS 6
62832;P FGO CONG RICA PEITO FGO KG;1 - KG;654;PERECIVEIS 6
62843;P FGO CONG RICA RECORTE FGO KG;1 - KG;669;PERECIVEIS 6
62837;P FGO CONG RICA SCOXA KG IQF;1 - KG;658;PERECIVEIS 6
79701;P FGO CONG RICCO ASA KG;1 - KG;2904;PERECIVEIS 6
79700;P FGO CONG RICCO COXA SCOXA KG;1 - KG;2903;PERECIVEIS 6
79697;P FGO CONG RICCO FILE DE PEITO KG;1 - KG;2897;PERECIVEIS 6
79699;P FGO CONG RICCO PEITO C/O KG;1 - KG;2902;PERECIVEIS 6
61841;P FGO CONG RIGOR ASA KG;1 - KG;573;PERECIVEIS 6
61845;P FGO CONG RIGOR CORACAO KG;1 - KG;580;PERECIVEIS 6
65687;P FGO CONG RIGOR COXA SCOXA CX.KG;1 - KG;1437;PERECIVEIS 6
61842;P FGO CONG RIGOR COXA SCOXA KG;1 - KG;575;PERECIVEIS 6
61843;P FGO CONG RIGOR COXINHA ASA KG;1 - KG;578;PERECIVEIS 6
61844;P FGO CONG RIGOR MEIO DA ASA KG;1 - KG;579;PERECIVEIS 6
94864;P FGO CONG RIGOR MEIO PEITO S/O S/P;1 - KG;3631;PERECIVEIS 6
61840;P FGO CONG RIGOR PEITO C/O KG;1 - KG;572;PERECIVEIS 6
37638;P FGO CONG RIGOR PEITO S/O KG;1 - KG;4812;PERECIVEIS 6
62107;P FGO CONG RIGOR PEITO S/O S/PELE KG;1 - KG;624;PERECIVEIS 6
62969;P FGO CONG RIVEL FGO TEMP KG;1 - KG;684;PERECIVEIS 6
62981;P FGO CONG RIVEL KG CX C/SCOXA INTE;1 - KG;693;PERECIVEIS 6
62984;P FGO CONG RIVEL KG CX C/SCOXA PCT;1 - KG;694;PERECIVEIS 6
62979;P FGO CONG RIVEL KG CX C/SCOXA TEMP;1 - KG;688;PERECIVEIS 6
62989;P FGO CONG RIVEL KG F PEITO TEM ENV;1 - KG;695;PERECIVEIS 6
62993;P FGO CONG RIVEL KG F PEITO TEM INT;1 - KG;696;PERECIVEIS 6
62995;P FGO CONG RIVEL KG FL PTO TEMP PCT;1 - KG;698;PERECIVEIS 6
62996;P FGO CONG RIVEL MOELA PCT KG;1 - KG;699;PERECIVEIS 6
62997;P FGO CONG RIVELL KG PEITO TEMP ENV;1 - KG;700;PERECIVEIS 6
62998;P FGO CONG RIVELL KG PEITO TEMP INT;1 - KG;701;PERECIVEIS 6
1097378;P FGO CONG RIVELLI COXA SCOXA DORSO ENV KG;1 - KG;7003;PERECIVEIS 6
1083855;P FGO CONG RIVELLI F PEITO ENV KG;1 - KG;6893;PERECIVEIS 6
1083854;P FGO CONG RIVELLI FILE PEITO KG;1 - KG;6889;PERECIVEIS 6
77124;P FGO CONG ROSAVES COXA SCOXA CX KG;1 - KG;2685;PERECIVEIS 6
77125;P FGO CONG ROSAVES PEITO C/O CX KG;1 - KG;2686;PERECIVEIS 6
77126;P FGO CONG ROSAVES PEITO S/O CX KG;1 - KG;2687;PERECIVEIS 6
34394;P FGO CONG SEARA ASA KG;1 - KG;9447;PERECIVEIS 6
4338;P FGO CONG SEARA COXINHA ASA KG;1 - KG;3855;PERECIVEIS 6
4336;P FGO CONG SEARA MEIO DA ASA KG;1 - KG;3854;PERECIVEIS 6
34393;P FGO CONG SEARA PEITO S/O KG;1 - KG;9430;PERECIVEIS 6
35046;P FGO CONG SEARA SASSAMI FC;1 - KG;4436;PERECIVEIS 6
90928;P FGO CONG SOBERBO ASA KG;1 - KG;3238;PERECIVEIS 6
90926;P FGO CONG SOBERBO COXA SCOXA KG;1 - KG;3233;PERECIVEIS 6
90930;P FGO CONG SOBERBO COXINHA ASA KG;1 - KG;3241;PERECIVEIS 6
